hospcode,name,prigov,type,org,region,provcode,prov,distcode,dist,subdistcode,subdist
07475,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสามหลัง ตำบลเขาแก้วศรีสมบูรณ์,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,2,64,สุโขทัย,6409,ทุ่งเสลี่ยม,640905,เขาแก้วศรีสมบูรณ์
01744,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านครัว,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,19,สระบุรี,1906,บ้านหมอ,190608,บ้านครัว
14032,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคลองไทร,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,60,นครสวรรค์,6013,แม่วงก์,601303,แม่เลย์
08314,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองราชวัตร,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,72,สุพรรณบุรี,7210,หนองหญ้าไซ,721002,หนองราชวัตร
08537,โรงพยาบาลส่งเสริมสุขภาพตำบลบางนกแขวก,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,75,สมุทรสงคราม,7502,บางคนที,750210,บางนกแขวก
02031,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเกาะจิก ต.บางชัน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,22,จันทบุรี,2202,ขลุง,220205,บางชัน
08372,โรงพยาบาลส่งเสริมสุขภาพตำบลตำบลวังน้ำเขียว,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,73,นครปฐม,7302,กำแพงแสน,730215,วังน้ำเขียว
08807,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกลาง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8006,เชียรใหญ่,800604,บ้านกลาง
01520,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองทรายขาว,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,16,ลพบุรี,1606,บ้านหมี่,160609,หนองทรายขาว
03240,โรงพยาบาลส่งเสริมสุขภาพตำบลอู่โลก,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,32,สุรินทร์,3211,ลำดวน,321103,อู่โลก
08283,โรงพยาบาลส่งเสริมสุขภาพตำบลวังลึก,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,72,สุพรรณบุรี,7208,สามชุก,720802,วังลึก
77449,ศูนย์สุขภาพชุมชนเมืองโรงพยาบาลหัวหิน 4 (แนบเคหาสน์),รัฐบาล,ศูนย์สุขภาพชุมชน ของ รพ. / เมือง (ศสม.),กระทรวงสาธารณสุข,5,77,ประจวบคีรีขันธ์,7707,หัวหิน,770701,หัวหิน
01063,โรงพยาบาลส่งเสริมสุขภาพตำบลท่าอิฐ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,12,นนทบุรี,1206,ปากเกร็ด,120607,ท่าอิฐ
01771,โรงพยาบาลส่งเสริมสุขภาพตำบลพระยาทด,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,19,สระบุรี,1910,เสาไห้,191008,พระยาทด
06100,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนหลวง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,51,ลำพูน,5106,ป่าซาง,510603,แม่แรง
02273,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนายาว  ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,24,ฉะเชิงเทรา,2408,สนามชัยเขต,240802,ท่ากระดาน
02981,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสายโท 12 ใต้ ตำบลสายตะกู,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,31,บุรีรัมย์,3108,บ้านกรวด,310805,สายตะกู
06614,โรงพยาบาลส่งเสริมสุขภาพตำบลดงสุวรรณ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,56,พะเยา,5605,ดอกคำใต้,560509,ดงสุวรรณ
13917,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาเรียง  ต.ตาดทอง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,8,41,อุดรธานี,4109,ศรีธาตุ,410907,ตาดทอง
02932,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองยาง ตำบลหนองยายพิมพ์,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,31,บุรีรัมย์,3104,นางรอง,310424,หนองยายพิมพ์
06394,โรงพยาบาลส่งเสริมสุขภาพตำบลหัวฝาย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,54,แพร่,5404,สูงเม่น,540403,หัวฝาย
06904,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสันติธรรม,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,60,นครสวรรค์,6001,เมืองนครสวรรค์,600114,หนองกรด
07796,โรงพยาบาลส่งเสริมสุขภาพตำบลรวมทรัพย์ ตำบลภูน้ำหยด,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,2,67,เพชรบูรณ์,6705,วิเชียรบุรี,670509,ภูน้ำหยด
09831,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสี่แยกไสยวน ตำบลพนมวังก์,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,93,พัทลุง,9305,ควนขนุน,930505,พนมวังก์
03984,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหัวนาคำ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,36,ชัยภูมิ,3605,หนองบัวแดง,360503,ถ้ำวัวแดง
06892,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบึงบอระเพ็ด,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,60,นครสวรรค์,6001,เมืองนครสวรรค์,600104,แควใหญ่
15240,ศูนย์บริการสาธารณสุขที่ 5 ซอยทรายทอง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,4,12,นนทบุรี,1201,เมืองนนทบุรี,120102,ตลาดขวัญ
03140,โรงพยาบาลส่งเสริมสุขภาพตำบลเมืองลีง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,32,สุรินทร์,3204,จอมพระ,320402,เมืองลีง
06684,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านใหม่ดอนแก้ว ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,57,เชียงราย,5703,เชียงของ,570305,ห้วยซ้อ
06809,โรงพยาบาลส่งเสริมสุขภาพตำบลจอมหมอกแก้ว ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,57,เชียงราย,5716,แม่ลาว,571602,จอมหมอกแก้ว
05091,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองจิก   ตำบลดงลาน,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,45,ร้อยเอ็ด,4501,เมืองร้อยเอ็ด,450120,ดงลาน
03461,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนค้อ ตำบลโนนค้อ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,33,ศรีสะเกษ,3313,โนนคูณ,331301,โนนค้อ
04146,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหัวตะพาน,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,10,37,อำนาจเจริญ,3706,หัวตะพาน,370601,หัวตะพาน
11096,โรงพยาบาลคำตากล้า,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,8,47,สกลนคร,4709,คำตากล้า,470901,คำตากล้า
07191,โรงพยาบาลส่งเสริมสุขภาพตำบลคลองแขยง  ตำบลสักงาม,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,3,62,กำแพงเพชร,6203,คลองลาน,620304,สักงาม
07571,โรงพยาบาลส่งเสริมสุขภาพตำบลท้อแท้,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,2,65,พิษณุโลก,6507,วัดโบสถ์,650703,ท้อแท้
03739,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนกเต็น ตำบลโนนกลาง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,34,อุบลราชธานี,3419,พิบูลมังสาหาร,341907,โนนกลาง
02128,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพรงตะเฆ่,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,23,ตราด,2301,เมืองตราด,230109,เนินทราย
05852,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดวงดี,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,50,เชียงใหม่,5005,ดอยสะเก็ด,500504,ป่าป้อง
08356,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านไร่แตงทอง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,73,นครปฐม,7302,กำแพงแสน,730203,ทุ่งลูกนก
08282,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนสันชัย ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,72,สุพรรณบุรี,7208,สามชุก,720802,วังลึก
08025,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเก่า ตำบลบ้านเก่า,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,71,กาญจนบุรี,7101,เมืองกาญจนบุรี,710113,บ้านเก่า
01095,โรงพยาบาลส่งเสริมสุขภาพตำบลคลองสี่ หมู่ที่ 13,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,13,ปทุมธานี,1302,คลองหลวง,130204,คลองสี่
07932,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านตาผา ตำบลนครชุมน์,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,70,ราชบุรี,7005,บ้านโป่ง,700509,นครชุมน์
05750,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าไค้-นาแล ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,10,49,มุกดาหาร,4901,เมืองมุกดาหาร,490108,นาสีนวน
07415,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านใหม่สุขเกษม,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,2,64,สุโขทัย,6404,กงไกรลาศ,640411,บ้านใหม่สุขเกษม
09027,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองหลุมพอ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,81,กระบี่,8105,อ่าวลึก,810504,คลองหิน
06530,โรงพยาบาลส่งเสริมสุขภาพตำบลงอบ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,55,น่าน,5508,ทุ่งช้าง,550802,งอบ
03060,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงบัง ตำบลดงอีจาน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,31,บุรีรัมย์,3117,โนนสุวรรณ,311704,ดงอีจาน
09324,โรงพยาบาลส่งเสริมสุขภาพตำบล ตำบลบางพระเหนือ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,85,ระนอง,8502,ละอุ่น,850204,บางพระเหนือ
10058,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปะแต ตำบลปะแต,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,95,ยะลา,9505,ยะหา,950503,ปะแต
02603,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบุ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,30,นครราชสีมา,3006,จักราช,300607,หนองพลวง
01997,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยปราบ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,6,21,ระยอง,2106,ปลวกแดง,210605,มาบยางพร
01353,โรงพยาบาลส่งเสริมสุขภาพตำบลคลองน้อย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,14,พระนครศรีอยุธยา,1416,บ้านแพรก,141604,คลองน้อย
05816,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านศรีบัวเงิน ตำบลท่าศาลา,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,50,เชียงใหม่,5001,เมืองเชียงใหม่,500112,ท่าศาลา
08801,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปากจัง ตำบลกะทูน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8005,พิปูน,800502,กะทูน
07470,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองหมื่นชัย ตำบลไทยชนะศึก,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,2,64,สุโขทัย,6409,ทุ่งเสลี่ยม,640902,ไทยชนะศึก
11947,โรงพยาบาลส่งเสริมสุขภาพตำบลนาข้าวดอ  ตำบลวังโบสถ์,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,2,67,เพชรบูรณ์,6707,หนองไผ่,670711,วังโบสถ์
08390,โรงพยาบาลส่งเสริมสุขภาพตำบลดอนแฝก,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,73,นครปฐม,7303,นครชัยศรี,730317,ดอนแฝก
08395,โรงพยาบาลส่งเสริมสุขภาพตำบลลานตากฟ้า,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,73,นครปฐม,7303,นครชัยศรี,730322,ลานตากฟ้า
03830,โรงพยาบาลส่งเสริมสุขภาพตำบลคำแดง ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,10,35,ยโสธร,3501,เมืองยโสธร,350107,เดิด
09622,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกุบังปะโหลด,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,91,สตูล,9102,ควนโดน,910202,ควนสตอ
07016,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนิคมเขาบ่อแก้ว  ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,3,60,นครสวรรค์,6010,พยุหะคีรี,601003,นิคมเขาบ่อแก้ว
08163,โรงพยาบาลส่งเสริมสุขภาพตำบลดอนโพธิ์ทอง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,72,สุพรรณบุรี,7201,เมืองสุพรรณบุรี,720111,ดอนโพธิ์ทอง
14377,โรงพยาบาลส่งเสริมสุขภาพตำบลป่ากลาง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,55,น่าน,5505,ปัว,550513,ป่ากลาง
14286,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพธิ์น้อย ตำบลกระหวัน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,33,ศรีสะเกษ,3308,ขุนหาญ,330806,กระหวัน
02115,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแยกสะท้อน ตำบลจันทเขลม,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,22,จันทบุรี,2210,เขาคิชฌกูฏ,221005,จันทเขลม
01455,โรงพยาบาลส่งเสริมสุขภาพตำบลสี่คลอง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,16,ลพบุรี,1601,เมืองลพบุรี,160124,สี่คลอง
06308,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดารา,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,2,53,อุตรดิตถ์,5307,พิชัย,530702,บ้านดารา
08413,โรงพยาบาลส่งเสริมสุขภาพตำบลตำบลบางระกำ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,73,นครปฐม,7305,บางเลน,730505,บางระกำ
04727,โรงพยาบาลส่งเสริมสุขภาพตำบลร่องจิก,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,8,42,เลย,4207,ภูเรือ,420703,ร่องจิก
05289,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวารีเกษม ตำบลดูกอึ่ง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,45,ร้อยเอ็ด,4519,หนองฮี,451903,ดูกอึ่ง
07887,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหุบพริก ตำบลด่านทับตะโก,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,70,ราชบุรี,7002,จอมบึง,700204,ด่านทับตะโก
06828,โรงพยาบาลส่งเสริมสุขภาพตำบลผาบ่อง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,58,แม่ฮ่องสอน,5801,เมืองแม่ฮ่องสอน,580103,ผาบ่อง
09276,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเกาะน้อย ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,11,84,สุราษฎร์ธานี,8416,พระแสง,841603,บางสวรรค์
28786,โรงพยาบาลมะนัง,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,12,91,สตูล,9107,มะนัง,910701,ปาล์มพัฒนา
03709,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองสองห้อง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,34,อุบลราชธานี,3414,ม่วงสามสิบ,341411,ยางโยภาพ
08347,โรงพยาบาลส่งเสริมสุขภาพตำบลตำบลทัพหลวง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,73,นครปฐม,7301,เมืองนครปฐม,730123,ทัพหลวง
07638,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองสะแก ตำบลเนินสว่าง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,66,พิจิตร,6603,โพธิ์ประทับช้าง,660306,เนินสว่าง
00985,โรงพยาบาลส่งเสริมสุขภาพตำบลในคลองบางปลากด,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,11,สมุทรปราการ,1105,พระสมุทรเจดีย์,110505,ในคลองบางปลากด
08014,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านลาดหญ้า ตำบลลาดหญ้า,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,71,กาญจนบุรี,7101,เมืองกาญจนบุรี,710107,ลาดหญ้า
09531,โรงพยาบาลส่งเสริมสุขภาพตำบลคลองยางแดง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,90,สงขลา,9009,รัตภูมิ,900902,ท่าชะมวง
02885,โรงพยาบาลส่งเสริมสุขภาพตำบลปีกฝาย  ตำบลหนองตาด,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,31,บุรีรัมย์,3101,เมืองบุรีรัมย์,310114,หนองตาด
03208,โรงพยาบาลส่งเสริมสุขภาพตำบลตรึม,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,32,สุรินทร์,3209,ศีขรภูมิ,320902,ตรึม
11999,โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์,เอกชน,โรงพยาบาลเอกชน,เอกชน,1,50,เชียงใหม่,5001,เมืองเชียงใหม่,500103,หายยา
10243,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าเชียงเครือ ตำบลป่งไฮ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,8,38,บึงกาฬ,3804,เซกา,380405,ป่งไฮ
05898,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสันทรายคองน้อย ตำบลเวียง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,50,เชียงใหม่,5009,ฝาง,500901,เวียง
25020,โรงพยาบาลส่งเสริมสุขภาพตำบลยางนาดี,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,9,36,ชัยภูมิ,3602,บ้านเขว้า,360204,ชีบน
08865,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังยวน  ตำบลที่วัง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8009,ทุ่งสง,800909,ที่วัง
01074,โรงพยาบาลส่งเสริมสุขภาพตำบลบางขะแยง ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,4,13,ปทุมธานี,1301,เมืองปทุมธานี,130106,บางขะแยง
07920,โรงพยาบาลส่งเสริมสุขภาพตำบลท่าผา,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,70,ราชบุรี,7005,บ้านโป่ง,700502,ท่าผา
07572,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท้อแท้,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,2,65,พิษณุโลก,6507,วัดโบสถ์,650702,ท่างาม
06899,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านมะเกลือ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,3,60,นครสวรรค์,6001,เมืองนครสวรรค์,600110,บ้านมะเกลือ
05264,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำนางตุ้ม ตำบลบุ่งเลิศ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,45,ร้อยเอ็ด,4515,เมยวดี,451503,บุ่งเลิศ
07025,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสระบัว,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,60,นครสวรรค์,6010,พยุหะคีรี,601010,เขากะลา
08874,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองดี ตำบลทุ่งสง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8010,นาบอน,801002,ทุ่งสง
02908,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านจอม ตำบลสองชั้น,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,31,บุรีรัมย์,3103,กระสัง,310303,สองชั้น
03042,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปราสาททอง ตำบลเมืองฝ้าย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,31,บุรีรัมย์,3114,หนองหงส์,311406,เมืองฝ้าย
09230,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสองพี่น้อง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,11,84,สุราษฎร์ธานี,8410,พนม,841003,คลองศก
10410,สถานบริการสาธารณสุขชุมชนบ้านคะแนง ,รัฐบาล,สถานบริการสาธารณสุขชุมชน,กระทรวงสาธารณสุข,1,56,พะเยา,5603,เชียงคำ,560312,แม่ลาว
07252,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเพชรเจริญ ตำบลปางตาไว,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,62,กำแพงเพชร,6209,ปางศิลาทอง,620903,ปางตาไว
09609,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่ง ตำบลฉลุง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,91,สตูล,9101,เมืองสตูล,910105,ฉลุง
03595,โรงพยาบาลส่งเสริมสุขภาพตำบลนาแวง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,34,อุบลราชธานี,3405,เขมราฐ,340508,นาแวง
05452,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านม่วงลาย ตำบลม่วงลาย,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,8,47,สกลนคร,4701,เมืองสกลนคร,470109,ม่วงลาย
25022,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแสนสุขพัฒนา,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,2,65,พิษณุโลก,6508,วังทอง,650808,วังนกแอ่น
08494,โรงพยาบาลส่งเสริมสุขภาพตำบลโรงเข้ ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,74,สมุทรสาคร,7403,บ้านแพ้ว,740304,โรงเข้
