จังหวัด,อำเภอ,ตำบล,Login Code
พระนครศรีอยุธยา,พระนครศรีอยุธยา,หันตรา,140113
พระนครศรีอยุธยา,พระนครศรีอยุธยา,ลุมพลี,140114
พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านใหม่,140115
พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านเกาะ,140116
พระนครศรีอยุธยา,พระนครศรีอยุธยา,คลองสวนพลู,140117
พระนครศรีอยุธยา,พระนครศรีอยุธยา,คลองสระบัว,140118
พระนครศรีอยุธยา,พระนครศรีอยุธยา,เกาะเรียน,140119
พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านป้อม,140120
พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านรุน,140121
พระนครศรีอยุธยา,ท่าเรือ,ท่าเรือ,140201
พระนครศรีอยุธยา,ท่าเรือ,จำปา,140202
พระนครศรีอยุธยา,ท่าเรือ,ท่าหลวง,140203
พระนครศรีอยุธยา,ท่าเรือ,บ้านร่อม,140204
พระนครศรีอยุธยา,ท่าเรือ,ศาลาลอย,140205
พระนครศรีอยุธยา,ท่าเรือ,วังแดง,140206
พระนครศรีอยุธยา,ท่าเรือ,โพธิ์เอน,140207
พระนครศรีอยุธยา,ท่าเรือ,ปากท่า,140208
พระนครศรีอยุธยา,ท่าเรือ,หนองขนาก,140209
พระนครศรีอยุธยา,ท่าเรือ,ท่าเจ้าสนุก,140210
พระนครศรีอยุธยา,นครหลวง,นครหลวง,140301
พระนครศรีอยุธยา,นครหลวง,ท่าช้าง,140302
พระนครศรีอยุธยา,นครหลวง,บ่อโพง,140303
พระนครศรีอยุธยา,นครหลวง,บ้านชุ้ง,140304
พระนครศรีอยุธยา,นครหลวง,ปากจั่น,140305
พระนครศรีอยุธยา,นครหลวง,บางระกำ,140306
พระนครศรีอยุธยา,นครหลวง,บางพระครู,140307
พระนครศรีอยุธยา,นครหลวง,แม่ลา,140308
พระนครศรีอยุธยา,นครหลวง,หนองปลิง,140309
พระนครศรีอยุธยา,นครหลวง,คลองสะแก,140310
พระนครศรีอยุธยา,นครหลวง,สามไถ,140311
พระนครศรีอยุธยา,นครหลวง,พระนอน,140312
พระนครศรีอยุธยา,บางไทร,บางไทร,140401
พระนครศรีอยุธยา,บางไทร,บางพลี,140402
พระนครศรีอยุธยา,บางไทร,สนามชัย,140403
พระนครศรีอยุธยา,บางไทร,บ้านแป้ง,140404
พระนครศรีอยุธยา,บางไทร,หน้าไม้,140405
พระนครศรีอยุธยา,บางไทร,บางยี่โท,140406
พระนครศรีอยุธยา,บางไทร,แคออก,140407
พระนครศรีอยุธยา,บางไทร,แคตก,140408
พระนครศรีอยุธยา,บางไทร,ช่างเหล็ก,140409
พระนครศรีอยุธยา,บางไทร,กระแชง,140410
พระนครศรีอยุธยา,บางไทร,บ้านกลึง,140411
พระนครศรีอยุธยา,บางไทร,ช้างน้อย,140412
พระนครศรีอยุธยา,บางไทร,ห่อหมก,140413
พระนครศรีอยุธยา,บางไทร,ไผ่พระ,140414
