"hoscode","hosname","hostype","address","road","mu","subdistcode","distcode","provcode","postcode","hoscodenew","bed","level_service","bedhos","hdc_regist","dep","hmain_sent","register_date","mcode","amcode","tmcode","lat","lon"
11433,"โรงพยาบาลธารโต","07","104 ถ.สุขยางค์ ","","01","01","04",95,95150,"001143300",30,"21-2.1 ทุติยภูมิระดับต้น",29,1,21002,"",NULL,21000,9504,950401,6.17136030590000000000,101.17841745000000000000
11434,"โรงพยาบาลรามัน","07","207  ถ.เมืองรามัน ","","01","01","06",95,95140,"001143400",60,"22-2.2 ทุติยภูมิระดับกลาง",89,1,21002,"",NULL,21000,9506,950601,6.46996639930000000000,101.43256173000000000000
11435,"โรงพยาบาลตากใบ","07","114/63 ม.4 ถ.ท่าแพรก ","","04","01","02",96,96110,"001143500",0,"",60,1,21002,"",NULL,21000,9602,960201,6.25026171000000000000,102.04665899000000000000
11436,"โรงพยาบาลบาเจาะ","07","ถ.เพชรเกษม ","","01","01","03",96,96170,"001143600",0,"",30,1,21002,"",NULL,21000,9603,960301,6.50367069000000000000,101.66050673000000000000
11437,"โรงพยาบาลระแงะ","07","484 ม.1 ถ.ระแงะมรรคา ","","01","01","05",96,96130,"001143700",0,"",85,1,21002,"",NULL,21000,9605,960501,6.29705791230423100000,101.72725885933153000000
11438,"โรงพยาบาลรือเสาะ","07","184/5 ม.2 ถ.รือเสาะสนองกิจ ","","02","01","06",96,96150,"001143800",0,"",62,1,21002,"",NULL,21000,9606,960601,6.37772556275899700000,101.50868832679532000000
11439,"โรงพยาบาลศรีสาคร","07",108,"","02","01","07",96,96210,"001143900",0,"",42,1,21002,"",NULL,21000,9607,960701,6.24023113000000000000,101.49890900000000000000
11440,"โรงพยาบาลแว้ง","07",263 ,"","07","01","08",96,96160,"001144000",0,"",36,1,21002,"",NULL,21000,9608,960801,5.94269900000000000000,101.88722800000000000000
11441,"โรงพยาบาลสุคิริน","07","58 ม.6 ","","06","01","09",96,96190,"001144100",0,"",38,1,21002,"",NULL,21000,9609,960901,5.94283246773858100000,101.77723109515591000000
11442,"โรงพยาบาลสุไหงปาดี","07","334 ถ.จารุเสถียร  ","","01","01",11,96,96141,"001144200",0,"",35,1,21002,"",NULL,21000,9611,961101,6.08189219000000000000,101.87726140000000000000
11443,"โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","06","-",NULL,19,"01","07",34,"-","001144300",90,"23-2.3 ทุติยภูมิระดับสูง",288,1,21002,"","2015-05-07",21000,3407,340701,14.91280592300000000000,105.06502966000000000000
11444,"โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","07","-","","01","03","08",35,"-","001144400",60,"22-2.2 ทุติยภูมิระดับกลาง",100,1,21002,"",NULL,21000,3508,350803,16.19652151000000000000,104.51533198000000000000
11445,"โรงพยาบาลสมเด็จพระยุพราชกระนวน","07",1 ,"",11,"01","09",40,40170,"001144500",90,"22-2.2 ทุติยภูมิระดับกลาง",107,1,21002,"",NULL,21000,4009,400901,16.70669839700000000000,103.08617341000000000000
11446,"โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","07","-","","07","01",11,41,"-","001144600",90,"21-2.1 ทุติยภูมิระดับต้น",114,1,21002,"","2015-07-16",21000,4111,411101,17.69210991000000000000,103.25841665000000000000
11447,"โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","07","-","","03","01","05",42,42120,"001144700",60,"22-2.2 ทุติยภูมิระดับกลาง",60,1,21002,"",NULL,21000,4205,420501,17.27515689209958400000,101.15835217225276000000
11448,"โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","07",161  ,"",13,"01","02",43,43110,"001144800",150,"22-2.2 ทุติยภูมิระดับกลาง",200,1,21002,"","2011-10-07",21000,4302,430201,17.84783672000000000000,102.57616997000000000000
11449,"โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","07",19,NULL,13,"01","05",46,"-","001144900",0,NULL,120,1,21002,"",NULL,21000,4605,460501,16.52950810925470300000,104.04180721747798000000
11450,"โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","06","291  ถ.ภูมิภักดี  ",NULL,11,"01",12,47,47110,"001145000",102,"21-2.1 ทุติยภูมิระดับต้น",128,1,21002,"","2015-05-06",21000,4712,471201,17.47744114168725000000,103.45733667736977000000
11451,"โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","07","-","","07","01","05",48,"-","001145100",90,"22-2.2 ทุติยภูมิระดับกลาง",139,1,21002,"",NULL,21000,4805,480501,16.93683642000000000000,104.71225367000000000000
11452,"โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","07","เลขที  545   ","","09","01","05",54,"-","001145200",30,"22-2.2 ทุติยภูมิระดับกลาง",30,1,21002,"",NULL,21000,5405,540501,17.98203049600000000000,100.05342548000000000000
11453,"โรงพยาบาลสมเด็จพระยุพราชปัว","07","เลขที่ 70  ","","06",14,"05",55,55120,"001145300",90,"22-2.2 ทุติยภูมิระดับกลาง",105,1,21002,"",NULL,21000,5505,550514,19.16674965600000000000,100.92300136000000000000
11454,"โรงพยาบาลสมเด็จพระยุพราชเชียงของ","07",351,"",10,"01","03",57,57140,"001145400",90,"21-2.1 ทุติยภูมิระดับต้น",68,1,21002,"",NULL,21000,5703,570301,20.24019562769760200000,100.41008848593856000000
11455,"โรงพยาบาลสมเด็จพระยุพราชนครไทย","07",111 ,"","07","01","02",65,65120,"001145500",60,"21-2.1 ทุติยภูมิระดับต้น",90,1,21002,"",NULL,21000,6502,650201,17.09447950200000000000,100.83581734000000000000
11456,"โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","07","-","","00","01","04",66,"-","001145600",90,"21-2.1 ทุติยภูมิระดับต้น",103,1,21002,"",NULL,21000,6604,660401,16.21612202000000000000,100.43955982000000000000
11457,"โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","07","-","","01","06","04",67,"-","001145700",60,"22-2.2 ทุติยภูมิระดับกลาง",118,1,21002,"",NULL,21000,6704,670406,16.85648300000000000000,101.24995700000000000000
11458,"โรงพยาบาลสมเด็จพระยุพราชจอมบึง","07",5 ,NULL,"08","01","02",70,"-","001145800",60,"21-2.1 ทุติยภูมิระดับต้น",60,1,21002,"",NULL,21000,7002,700201,13.62266099636706200000,99.63026261548339000000
11459,"โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","07","204/16 ","",10,"01",15,84,84190,"001145900",60,"22-2.2 ทุติยภูมิระดับกลาง",110,1,21002,"",NULL,21000,8415,841501,8.63262785970000000000,99.37312069100000000000
11460,"โรงพยาบาลสมเด็จพระยุพราชสายบุรี","07","162 ถ.ท่าเสด็จ","","00","01","07",94,"-","001146000",60,"22-2.2 ทุติยภูมิระดับกลาง",73,1,21002,"",NULL,21000,9407,940701,6.69297791980000000000,101.62313112000000000000
11461,"โรงพยาบาลสมเด็จพระยุพราชยะหา","07","-","","06","01","05",95,95120,"001146100",77,"22-2.2 ทุติยภูมิระดับกลาง",72,1,21002,"",NULL,21000,9505,950501,6.49055898000000000000,101.12303495000000000000
11463,"โรงพยาบาลส่งเสริมสุขภาพตำบลบางใหญ่",18,"-","","02","04","04",72,"-","001146300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,7204,720404,14.29836917000000000000,100.13794005000000000000
11464,"โรงพยาบาลกะพ้อ","07","-","","01","01",11,94,94140,"001146400",10,"21-2.1 ทุติยภูมิระดับต้น",32,1,21002,"",NULL,21000,9411,941101,6.57121724000000000000,101.54223740000000000000
11473,"โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)",11,"-","","00","08","06",73,"-","001147300",150,"-",150,1,21003,"",NULL,21000,7306,730608,13.74262400000000000000,100.25821200000000000000
11475,"โรงพยาบาลค่ายรามราชนิเวศน์",12,121,"","00","02","01",76,76000,"001147500",10,"-",10,0,"","",NULL,"02000",7601,760102,13.09224500000000000000,99.94448900000000000000
11484,"โรงพยาบาลอานันทมหิดล ",12,"ชุมชน 35 ถนนพิชัยดาบหักเทศบาลเมืองเขาสามยอด ","","00","06","01",16,15000,"001148400",306,"-",306,1,"","",NULL,"02000",1601,160106,14.84931444000000000000,100.66520700000000000000
11490,"โรงพยาบาลค่ายจักรพงษ์",12,"ม.12 บ้านตลาดหลวง ","",12,"07","01",25,25000,"001149000",150,"-",150,1,"","",NULL,"02000",2501,250107,14.07380000000000000000,101.37274000000000000000
11500,"โรงพยาบาลกองบิน 5",12,"135 ม.5 ","","05","02","01",77,"-","001150000",30,"-",30,1,"","",NULL,"02000",7701,770102,11.78443800000000000000,99.80742900000000000000
11509,"โรงพยาบาลค่ายพิชัยดาบหัก",12,"-","","08","02","01",53,53000,"001150900",60,"-",60,1,"","",NULL,"02000",5301,530102,17.66373224958791600000,100.13948648162841000000
11519,"โรงพยาบาลค่ายภาณุรังษี",12,"-",NULL,"00","09","01",70,"-","001151900",60,"-",60,1,"","",NULL,"02000",7001,700109,13.53974800000000000000,99.82441200000000000000
11520,"โรงพยาบาลค่ายสุรสีห์",12,"-","","01","07","01",71,71190,"001152000",80,"-",80,1,"","",NULL,"02000",7101,710107,14.10736000000000000000,99.42813000000000000000
11521,"โรงพยาบาลจันทรุเบกษา",12,1,"","07","02","02",73,73180,"001152100",350,"-",350,1,"","",NULL,"02000",7302,730202,14.10590400000000000000,99.93360100000000000000
11522,"โรงพยาบาลค่ายธนะรัชต์",12,"124/3 ถ.เพชรเกษม","","03","02","06",77,77160,"001152200",100,"-",100,1,"","",NULL,"02000",7706,770602,12.40937900000000000000,99.91944200000000000000
11570,"โรงพยาบาลส่งเสริมสุขภาพตำบลหนองหญ้าไทร",18,"","","02","04","09",66,66160,"001157000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,6609,660904,16.55177982134244600000,100.51223356013304000000
11573,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาเจ็ดลูก  ตำบลเขาเจ็ดลูก",18,"-","","01","03","08",66,"-","001157300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,6608,660803,16.26727764000000000000,100.52714735000000000000
11578,"โรงพยาบาลส่งเสริมสุขภาพตำบลทุ่งนเรนทร์",18,"ม.1 ต.บ่อทอง","","01","07","03",94,"-","001157800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,9403,940307,6.81356766200000000000,101.08692334000000000000
11601,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปากกระทุ่ม ตำบลพรหมณี",18,"-","","07",13,"01",26,"-","001160100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,2601,260113,14.21750861600000000000,101.14156744000000000000
11602,"โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","07","-","","01","01",27,30,"-","001160200",10,"21-2.1 ทุติยภูมิระดับต้น",34,1,21002,"",NULL,21000,3027,302701,15.45157609300000000000,102.82950157000000000000
11608,"โรงพยาบาลลำทะเมนชัย","07","-","","01","01",29,30,"-","001160800",30,"21-2.1 ทุติยภูมิระดับต้น",34,1,21002,"",NULL,21000,3029,302901,15.23653564300000000000,102.89405698000000000000
11619,"โรงพยาบาลเฉลิมพระเกียรติ","07","-","","02","02",23,31,"-","001161900",30,"22-2.2 ทุติยภูมิระดับกลาง",37,1,21002,"",NULL,21000,3123,312302,14.55625326000000000000,102.92803288000000000000
11625,"โรงพยาบาลเฉลิมพระเกียรติ","07","-","","01","01",15,55,10210,"001162500",30,"22-2.2 ทุติยภูมิระดับกลาง",30,1,21002,"",NULL,21000,5515,551501,19.56816632100000000000,101.08257786000000000000
11631,"โรงพยาบาลวชิรบารมี","07","-","",13,"01",12,66,66140,"001163100",30,"21-2.1 ทุติยภูมิระดับต้น",34,1,21002,"",NULL,21000,6612,661201,16.52368637018910700000,100.15085674711668000000
11643,"โรงพยาบาลดอยหล่อ","07","-","","05","01",24,50,50160,"001164300",30,"22-2.2 ทุติยภูมิระดับกลาง",30,1,21002,"",NULL,21000,5024,502401,18.47806235000000000000,98.78067255000000000000
11654,"โรงพยาบาลวิภาวดี","07","-","","04","02",19,84,84180,"001165400",30,"21-2.1 ทุติยภูมิระดับต้น",30,1,21002,"",NULL,21000,8419,841902,9.24165966908909600000,98.97983564262302000000
11660,"โรงพยาบาลจุฬาภรณ์","07",111 ,NULL,"04","06",19,80,"-","001166000",30,"21-2.1 ทุติยภูมิระดับต้น",34,1,21002,"",NULL,21000,8019,801906,8.08120783820000000000,99.83159520100000000000
11673,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหัวเขา ตำบลมหาโพธิ",18,"ถนนสระโบสถ์-โคกเจริญ","",10,"02","08",16,15240,"001167300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,1608,160802,15.28627000000000000000,100.82409400000000000000
11688,"โรงพยาบาลส่งเสริมสุขภาพตำบลหัวปลวก",18,"-",NULL,"04","03",10,19,"-","001168800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,1910,191003,14.60097040302071700000,100.83344079184451000000
11698,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโค้งวันเพ็ญ",18,"-","",11,"04","09",20,"-","001169800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,2009,200904,12.74878179100000000000,100.93899264000000000000
11717,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ่อไฟไหม้ ตำบลพวา",18,"-","","04","04","08",22,"-","001171700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,2208,220804,13.11323469967084600000,101.74747380393751000000
11724,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคลองนครเนื่องเขต  หมู่ที่ 17",18,"3/4","",17,10,"01",24,24000,"001172400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,2401,240110,13.74039611800000000000,101.00611970000000000000
11736,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านต้นนา  ",18,"3/1 ","",10,"05","06",24,24120,"001173600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,2406,240605,13.78090150800000000000,101.33763554000000000000
11741,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวิจิตรพัฒนา  ตำบลนาดี",18,"-","","05","03","05",39,"-","001174100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3905,390503,17.43852811664855200000,102.26962030420509000000
11748,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองผง",18,"-","","08","07",10,44,"-","001174800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4410,441007,15.77967103045756000000,103.28206408558196000000
11749,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงจาน",18,"-","",14,"03",11,44,"-","001174900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4411,441103,15.64705029700000000000,103.05906871000000000000
11758,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองหลวง ตำบลนิคมน้ำอูน",18,"-",NULL,"06","01","07",47,47270,"001175800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4707,470701,17.17595211965804000000,103.69036752716033000000
11759,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนสวรรค์  ตำบลนากอก",18,"บ้านโนนสวรรค์ ","","09","02","02",49,49130,"001175900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4902,490202,16.36574778000000000000,104.58668947000000000000
11760,"โรงพยาบาลส่งเสริมสุขภาพตำบลหนองเสี้ยว ตำบลหัวเมือง",18,"","","04","05","06",54,"-","001176000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,5406,540605,18.35399552900000000000,100.17675785000000000000
11780,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่คาวหลวง",18,"หมู่ที่  15 บ้านแม่คาวดวงดี ","",15,11,"05",57,"-","001178000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,5705,570511,19.59159383093375700000,99.70714049371759000000
11784,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเนินทอง",18,"-","","03","08","09",60,"-","001178400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,6009,600908,15.69416123372042200000,100.73451461659181000000
11793,"โรงพยาบาลส่งเสริมสุขภาพตำบลทุ่งนางาม",18,"","","08","01","07",61,61160,"001179300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,6107,610701,15.38654678788033000000,99.57080291903458000000
11797,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสระโคล่",18,19 ,"",10,11,"01",65,"-","001179700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,6501,650111,16.88561638007330500000,100.28826520441805000000
11798,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแหลมโพธิ์",18,"-","","09",13,"01",65,"-","001179800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,6501,650113,16.87267673200000000000,100.18984700000000000000
11803,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกรับพวง",18,"-","","01","04","04",65,"-","001180300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,6504,650404,16.69172755600000000000,100.19720796000000000000
11806,"โรงพยาบาลราชธานี",15,"111 ม.3  ถ.โรจนะ","","03",17,"01",14,"-","001180600",200,"-",200,0,"","",NULL,29000,1401,140117,14.34290000000000000000,100.60900000000000000000
11812,"โรงพยาบาลเบญจรมย์ ",15,116 ,"","00",20,"01",16,15000,"001181200",36,"-",36,0,"","",NULL,29000,1601,160120,14.79045300000000000000,100.63076400000000000000
11838,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านรางช้างสี  ตำบลหลักสอง",18,"-","","07","07","03",74,74120,"001183800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,7403,740307,13.62093200000000000000,100.12667400000000000000
11839,"เทศบาลเมืองเสนา",13,"-","","00","01",12,14,"-","001183900",0,"10-1 ปฐมภูมิ",0,0,"","",NULL,23000,1412,141201,14.32730000000000000000,100.40500000000000000000
11842,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านฝั่งท่า ตำบลวังไคร้",18,"-","","08","07","05",76,76130,"001184200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,7605,760507,12.91700335000000000000,99.81598377000000000000
11843,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสารเห็ด ตำบลกลัดหลวง",18,"-","","03",11,"05",76,76130,"001184300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,7605,760511,12.81373981800000000000,99.76815754300000000000
11849,"โรงพยาบาลส่งเสริมสุขภาพตำบลคลองรำ",18,"-","","06","05",10,90,90240,"001184900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,9010,901005,6.75826777000000000000,100.37027836000000000000
11857,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองโพรง ตำบลหนองโพรง",18,"-","","03","07","08",25,"-","001185700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,2508,250807,13.92198200000000000000,101.50699500000000000000
11873,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกสว่างพัฒนา  ตำบลธาตุพนมเหนือ",18,"-","","07",12,"05",48,"-","001187300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4805,480512,16.96449056300000000000,104.70268085000000000000
11874,"โรงพยาบาลสิริเวช",15,"151 ม.7 ถ.ตรีรัตน์ ","","07","07","01",22,22000,"001187400",90,"-",90,0,"","",NULL,29000,2201,220107,12.59967912031333100000,102.12242842548403000000
11882,"สถานพยาบาลอิมพีเรียล",15,277 ,"","00","01","01",25,"-","001188200",10,"-",10,0,"","",NULL,29000,2501,250101,14.05953500000000000000,101.37287000000000000000
11914,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาปฐวี  ตำบลตลกดู่",18,"-","","05","01","02",61,61120,"001191400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,6102,610201,15.48295815653116000000,99.75784773344242000000
11915,"โรงพยาบาลส่งเสริมสุขภาพตำบลทุ่งโดน",18,"-","","05","05","05",90,90150,"001191500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,9005,900505,6.77378781660000000000,100.99954179000000000000
11947,"โรงพยาบาลส่งเสริมสุขภาพตำบลนาข้าวดอ  ตำบลวังโบสถ์",18,"-","","05",11,"07",67,"-","001194700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,6707,670711,16.05317784000000000000,101.15544409000000000000
11962,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองเสือเต้น ตำบลหนองขาม",18,"-","",10,"05",10,72,"-","001196200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,7210,721005,14.80122072000000000000,99.68388498000000000000
11966,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโกรกแก้ว  ",18,400 ,"",10,"02","09",24,24190,"001196600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,2409,240902,13.50359975200000000000,101.32418669000000000000
11988,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองโบสถ์ ",18,"-","","08","04","02",30,"-","001198800",0,"10-1 ปฐมภูมิ",0,1,21002,14699,NULL,21000,3002,300204,14.41854506022765000000,102.22006855686618000000
11989,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านชะลาด ตำบลป่ามะม่วง",18,89,"","05",12,"01",63,63000,"001198900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,6301,630112,16.88014236441179200000,99.10589815467210000000
11990,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโป่งแค ตำบลวังประจบ",18,"-","","07",14,"01",63,"-","001199000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,6301,630114,16.93065247421815700000,99.41807203256565000000
12001,"โรงพยาบาลส่งเสริมสุขภาพตำบลคลองเงิน ตำบลปากจั่น",18,"-","","07","04","04",85,85110,"001200100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,8504,850404,10.55401065349766700000,98.83735356190459000000
12006,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านตามุง ",18,"บ้านตามุง ","","02","04","07",96,"-","001200600",0,"",0,1,21002,"",NULL,21000,9607,960704,6.30901756000000000000,101.53786540000000000000
12007,"โรงพยาบาลส่งเสริมสุขภาพตำบลแหลมหาด",18,"-","","06","01","08",90,90270,"001200700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,9008,900801,7.52903427470000000000,100.28874930000000000000
12012,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสะปอม  ตำบลกะลุวอเหนือ",18,"บ้านสะปอมกลาง ","","05","06","01",96,"-","001201200",0,"",0,1,21002,"",NULL,21000,9601,960106,6.37022715000000000000,101.91390574000000000000
12086,"สถานพยาบาลหมอสงวน",15,"1 ถ.ราชดำเนิน",NULL,"08","01","04",70,"-","001208600",10,"-",10,0,"","",NULL,29000,7004,700401,13.52838600000000000000,99.96747100000000000000
12093,"สถานพยาบาลแพทย์ประดิษฐ์",15,"1/4-17 ถ.อู่ทอง ",NULL,"00","01","01",70,70000,"001209300",10,"-",10,1,"","",NULL,29000,7001,700101,13.53065700000000000000,99.82015700000000000000
12097,"โรงพยาบาลพร้อมแพทย์",15,"77/4 ถ.คธาธร",NULL,"00","01","01",70,"-","001209700",50,"-",50,1,"","",NULL,29000,7001,700101,13.53174600000000000000,99.81900600000000000000
12098,"โรงพยาบาลเมืองราช",15,"59/3 ถ.เพชรเกษม สายเก่า",NULL,"00","01","01",70,"-","001209800",100,"-",100,1,"","",NULL,29000,7001,700101,13.54889200000000000000,99.81253100000000000000
12103,"โรงพยาบาลซานคามิลโล",15,31 ,NULL,10,"08","05",70,"-","001210300",100,"-",100,1,"","",NULL,29000,7005,700508,13.81290500000000000000,99.87716300000000000000
12104,"สถานพยาบาลท่าเรือ",15,"456 ถ.แสงชูโต","","00","07","05",71,71130,"001210400",29,"-",29,0,"","",NULL,29000,7105,710507,13.96055000000000000000,99.74906500000000000000
12107,"โรงพยาบาลธนกาญจน์",15,"20/20 ถ.แสงชูโต","","00","02","01",71,71000,"001210700",100,"-",100,0,"","",NULL,29000,7101,710102,14.01373300000000000000,99.53694100000000000000
12110,"โรงพยาบาลกาญจนบุรีเมโมเรียล",15,111,"","05","04","01",71,71000,"001211000",100,"-",100,0,"","",NULL,29000,7101,710104,14.05662000000000000000,99.49802000000000000000
12113,"สถานพยาบาลคริสเตียนแม่น้ำแควน้อย",15,"71/1  ","","05","02","08",71,"-","001211300",25,"-",25,0,"","",NULL,29000,7108,710802,15.19879100000000000000,98.25709900000000000000
12119,"โรงพยาบาลศุภมิตร",15,"76 ถ.คลองส่งน้ำ อาร์1","","00","01","01",72,"-","001211900",164,"-",164,0,"","",NULL,29000,7201,720101,14.47075700000000000000,100.12447900000000000000
12120,"โรงพยาบาลหมอสำเริงโรงพยาบาลทั่วไปขนาดเล็ก",15,357,"","05","01","02",72,72120,"001212000",26,"-",26,1,"","",NULL,29000,7202,720201,14.86326000000000000000,100.07766000000000000000
12122,"โรงพยาบาลธนบุรีอู่ทอง",15,"2000/22 ถ.มาลัยแมน","","06","01","09",72,"-","001212200",60,"-",60,0,"","",NULL,29000,7209,720901,14.37923700000000000000,99.90462000000000000000
12123,"โรงพยาบาลวิภาวดี-ปิยราษฎร์",15,"1618/1 ถ.อู่ทอง-ด่านช้าง","","06","01","09",72,"-","001212300",60,"-",60,1,"","",NULL,29000,7209,720901,14.38097700000000000000,99.89480600000000000000
12126,"โรงพยาบาลกรุงเทพคริสเตียนนครปฐม",15,173,"","00","01","01",73,"-","001212600",100,"-",100,0,"","",NULL,29000,7301,730101,13.82394700000000000000,100.06585900000000000000
12127,"โรงพยาบาลเทพากร",15,"24 ซ.1 ถ.เทศา","","00","01","01",73,"-","001212700",100,"-",100,0,"","",NULL,29000,7301,730101,13.82056800000000000000,100.06327200000000000000
12128,"โรงพยาบาลกรุงเทพสนามจันทร์",15,"1194  ถ.เพชรเกษม","","00","07","01",73,73000,"001212800",275,"-",275,0,"","","2012-06-25",29000,7301,730107,13.80578000000000000000,100.03914000000000000000
12131,"โรงพยาบาลศาลายา",15,"95 ต.ศาลายาอ. พุทธมณฑล นครปฐม","","00","01","07",73,73170,"001213100",32,"-",32,0,"","",NULL,29000,7307,730701,13.80434200000000000000,100.30147300000000000000
12137,"โรงพยาบาลทั่วไปขนาดเล็กเจษฎาเวชการ",15,"1200/45   ถ.เอกชัย","","00","01","01",74,74000,"001213700",10,"-",10,1,"","",NULL,29000,7401,740101,13.54813400000000000000,100.26294800000000000000
12139,"โรงพยาบาลมหาชัย",15,"927/43 ถ.เศรษกิจ 1","","00","01","01",74,74000,"001213900",180,"-",180,0,"","",NULL,29000,7401,740101,13.55684700000000000000,100.27227200000000000000
12140,"โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล สมุทรสาคร",15,"93/256 ถ.เศรษฐกิจ 1","","07",10,"01",74,74000,"001214000",120,"-",120,1,"","",NULL,29000,7401,740110,13.57607500000000000000,100.27060900000000000000
12143,"โรงพยาบาลมหาชัย2",15,"301/1  ถ.เพชรเกษม ","","06","01","02",74,74110,"001214300",120,"-",120,0,"","",NULL,29000,7402,740201,13.70874300000000000000,100.32867400000000000000
12144,"โรงพยาบาลวิชัยเวชอินเตอร์เนชั่นแนล อ้อมน้อย",15,"74/5 ถ.เพชรเกษม ","","04","02","02",74,74130,"001214400",200,"-",200,0,"","",NULL,29000,7402,740202,13.70819000000000000000,100.30854200000000000000
